"","COMPNOS","NatureCode","INCIDENT_TYPE_DESCRIPTION","MAIN_CRIMECODE","REPTDISTRICT","REPORTINGAREA","FROMDATE","WEAPONTYPE","Shooting","DOMESTIC","SHIFT","Year","Month","DAY_WEEK","UCRPART","X","Y","STREETNAME","XSTREETNAME","Location"
"1",142007291,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"07/08/2014 07:45:00 AM","Other","No","No","Day",2014,7,"Tuesday","Part One",776548.39040236,2927838.51662777,"GRANITE AV","","(42.28127636, -71.05514456)"
"2",142007199,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/10/2014 07:00:00 AM","Unarmed","No","No","Last",2014,6,"Tuesday","Part One",754544.02955552,2952832.00994778,"LONG AV","","(42.35014601, -71.13606372)"
"3",142007083,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/29/2014 04:30:00 AM","Other","No","No","Last",2014,6,"Sunday","Part One",754804.88270835,2951517.6674321,"BRAINERD RD","","(42.34653635, -71.13511954)"
"4",142007060,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/07/2014 08:05:00 AM","Unarmed","No","No","Day",2014,7,"Monday","Part One",771145.25816401,2948052.30854918,"WORCESTER SQ","","(42.3368196, -71.0747384)"
"5",142007035,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"07/07/2014 08:00:00 AM","Unarmed","No","No","Day",2014,7,"Monday","Part One",771289.12270569,2934205.25947168,"HARVARD PARK","","(42.29882071, -71.07446182)"
"6",142007011,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"07/07/2014 07:30:00 AM","Unarmed","No","No","Day",2014,7,"Monday","Part One",768822.39043444,2946120.95447227,"RUGGLES ST","","(42.33155135, -71.08336455)"
"7",142006971,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"07/03/2014 04:00:00 PM","Other","No","No","First",2014,7,"Thursday","Part One",782815.04486377,2962940.8985226,"PUTNAM ST","","(42.37750634, -71.03127457)"
"8",142006939,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"07/07/2014 02:30:00 PM","Other","No","No","Day",2014,7,"Monday","Part One",782466.4681331,2960231.26483427,"COTTAGE ST","","(42.37007634, -71.03261957)"
"9",142006931,"BE","RESIDENTIAL BURGLARY","05RB","E5",0,"06/26/2014 10:30:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",753248.18569052,2927635.82871294,"BEECH ST","","(42.28102136, -71.14124954)"
"10",142006825,"BE","RESIDENTIAL BURGLARY","05RB","A15",0,"07/06/2014 07:30:00 PM","Other","No","No","First",2014,7,"Sunday","Part One",772230.16117794,2964494.12343451,"BALDWIN ST","","(42.38192134, -71.07041956)"
"11",142006722,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/03/2014 04:00:00 PM","Unarmed","No","No","First",2014,7,"Thursday","Part One",767467.96335327,2950267.02295177,"SYMPHONY RD","","(42.34294635, -71.08829955)"
"12",142006692,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"07/05/2014 12:00:00 PM","Unarmed","No","No","Day",2014,7,"Saturday","Part One",748040.39361269,2949405.09849451,"GERALD RD","","(42.34081605, -71.16017346)"
"13",142006674,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"07/06/2014 07:38:00 PM","Other","No","No","First",2014,7,"Sunday","Part One",775974.27475269,2939642.87753344,"DORCHESTER AV","","(42.31367635, -71.05703956)"
"14",142006637,"BE","RESIDENTIAL BURGLARY","05RB","C6",0,"07/05/2014 10:00:00 PM","Unarmed","No","No","First",2014,7,"Saturday","Part One",775642.94864368,2943819.30421993,"HOWELL ST","","(42.32514135, -71.05818456)"
"15",142006569,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"07/05/2014 12:00:00 PM","Other","No","No","Day",2014,7,"Saturday","Part One",753651.83284911,2950896.88291252,"SUMMIT AV","","(42.34484635, -71.13939453)"
"16",142006529,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/06/2014 09:30:00 AM","Other","No","No","Day",2014,7,"Sunday","Part One",769517.53996276,2950200.47485652,"GREENWICH PARK","","(42.34273635, -71.08071955)"
"17",142006387,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"07/01/2014 02:00:00 PM","Unarmed","No","No","Day",2014,7,"Tuesday","Part One",768807.28514969,2933526.47539619,"ESMOND ST","","(42.2969917, -71.08364777)"
"18",142006026,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"07/03/2014 11:00:00 AM","Other","No","No","Day",2014,7,"Thursday","Part One",765466.84005893,2941250.65909477,"WASHINGTON ST","","(42.31823135, -71.09585956)"
"19",142005988,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"07/04/2014 11:00:00 AM","Other","No","No","Day",2014,7,"Friday","Part One",754804.88270835,2951517.6674321,"BRAINERD RD","","(42.34653635, -71.13511954)"
"20",142005940,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"07/03/2014 11:00:00 PM","Other","No","No","First",2014,7,"Thursday","Part One",757313.64606352,2953215.60170028,"COMMONWEALTH AV","","(42.35116571, -71.12581174)"
"21",142005917,"BE","RESIDENTIAL BURGLARY","05RB","E5",0,"07/03/2014 07:00:00 AM","Other","No","No","Last",2014,7,"Thursday","Part One",753317.43030269,2927900.32588735,"EASTBOURNE ST","","(42.28174636, -71.14098954)"
"22",142005880,"LARCEN","RESIDENTIAL BURGLARY","05RB","A7",0,"07/04/2014 03:30:00 AM","Other","No","No","Last",2014,7,"Friday","Part One",782916.74315118,2963364.19951327,"SARATOGA ST","","(42.37866634, -71.03088957)"
"23",142005834,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"07/03/2014 09:00:00 PM","Unarmed","No","No","First",2014,7,"Thursday","Part One",753494.39779652,2952672.69432151,"GORDON ST","","(42.34972106, -71.13994916)"
"24",142005813,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"07/03/2014 07:45:00 AM","Unarmed","No","No","Day",2014,7,"Thursday","Part One",781721.90400543,2959747.97019719,"MCKAY PL","","(42.36876134, -71.03538457)"
"25",142005705,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/02/2014 09:00:00 PM","Other","No","No","First",2014,7,"Wednesday","Part One",771261.17000569,2949143.16168244,"SHAWMUT AV","","(42.33981135, -71.07428956)"
"26",142005689,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/03/2014 03:50:00 PM","Unarmed","No","No","Day",2014,7,"Thursday","Part One",771145.25816401,2948052.30854918,"WORCESTER SQ","","(42.3368196, -71.0747384)"
"27",142005633,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/03/2014 12:15:00 AM","Unarmed","No","No","Last",2014,7,"Thursday","Part One",768752.24588969,2947275.60931519,"WINDSOR ST","","(42.3347207, -71.08360311)"
"28",142005563,"LARCEN","RESIDENTIAL BURGLARY","05RB","D4",0,"07/03/2014 06:00:00 AM","Unarmed","No","No","Last",2014,7,"Thursday","Part One",763090.98588678,2951146.4437651,"PARK DR","","(42.34541635, -71.10447455)"
"29",142005479,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/03/2014 01:43:00 AM","Unarmed","No","No","Last",2014,7,"Thursday","Part One",770021.43298386,2950263.08759218,"COLUMBUS AV","","(42.34290135, -71.07885456)"
"30",142005392,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/02/2014 07:00:00 PM","Unarmed","No","No","First",2014,7,"Wednesday","Part One",770534.45197093,2948485.39954652,"SHAWMUT AV","","(42.33801635, -71.07698956)"
"31",142005333,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/02/2014 07:50:00 AM","Unarmed","No","No","Day",2014,7,"Wednesday","Part One",769453.31732219,2949177.70656085,"MASSACHUSETTS AV","","(42.3399307, -71.08097569)"
"32",142005213,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"07/02/2014 07:30:00 AM","Unarmed","No","No","Day",2014,7,"Wednesday","Part One",769144.77364794,2949307.62099919,"COLUMBUS AV","","(42.34029135, -71.08211456)"
"33",142005193,"ARREST","RESIDENTIAL BURGLARY","05RB","C11",0,"07/02/2014 12:10:00 PM","Other","No","No","Day",2014,7,"Wednesday","Part One",771789.39959228,2937949.97770402,"RICHFIELD ST","","(42.30908955, -71.07254326)"
"34",142004979,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"07/01/2014 07:45:00 AM","Unarmed","No","No","Day",2014,7,"Tuesday","Part One",771114.03972253,2939350.45882694,"QUINCY ST","","(42.3129418, -71.07501422)"
"35",142004938,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"07/01/2014 08:20:00 AM","Other","No","No","Day",2014,7,"Tuesday","Part One",777243.58815893,2959060.7488026,"COMMERCIAL ST","","(42.36694134, -71.05196956)"
"36",142004925,"LARCEN","RESIDENTIAL BURGLARY","05RB","B2",0,"07/01/2014 05:54:00 PM","Unarmed","No","No","First",2014,7,"Tuesday","Part One",762917.91307018,2944785.22715685,"FISHER AV","","(42.32796312, -71.10522366)"
"37",142004916,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"06/29/2014 09:00:00 PM","Other","No","No","First",2014,6,"Sunday","Part One",763278.57048535,2939565.8625956,"MERRIAM ST","","(42.31363635, -71.10397955)"
"38",142004680,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/27/2014 12:01:00 AM","Other","No","No","Last",2014,6,"Friday","Part One",772678.20129236,2929261.77198336,"ASHMONT ST","","(42.28523636, -71.06941956)"
"39",142004655,"ARREST","RESIDENTIAL BURGLARY","05RB","D14",0,"06/30/2014 09:30:00 PM","Unarmed","No","No","First",2014,6,"Monday","Part One",753734.022473,2954153.382462,"N BEACON ST","EVERETT ST","(42.35378135, -71.13903954)"
"40",142004599,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/27/2014 02:30:00 PM","Other","No","No","Day",2014,6,"Friday","Part One",764597.8700121,2945450.20548569,"FOLSOM AV","","(42.32976635, -71.09899955)"
"41",142004376,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/28/2014 03:00:00 PM","Unarmed","No","No","Day",2014,6,"Saturday","Part One",769115.95546411,2944493.92655836,"KEARSARGE AV","","(42.32708278, -71.08230834)"
"42",142004350,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/30/2014 05:40:00 AM","Other","No","No","Last",2014,6,"Monday","Part One",766488.45579785,2949103.58498994,"HEMENWAY ST","","(42.33976676, -71.09194325)"
"43",142004308,"BE","RESIDENTIAL BURGLARY","05RB","E18",0,"06/22/2014 10:45:00 PM","Unarmed","No","No","First",2014,6,"Sunday","Part One",759737.89744861,2921514.42789802,"WESTMINSTER ST","","(42.26414636, -71.11736955)"
"44",142004286,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/29/2014 07:08:00 PM","Other","No","No","First",2014,6,"Sunday","Part One",772588.45147186,2930018.58346185,"WALTON ST","","(42.28731434, -71.06973713)"
"45",142004284,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/27/2014 07:30:00 PM","Other","No","No","First",2014,6,"Friday","Part One",771382.45847702,2951037.97186918,"DARTMOUTH PL","","(42.3450091, -71.07380592)"
"46",142004282,"ARREST","RESIDENTIAL BURGLARY","05RB","D14",0,"06/29/2014 10:03:00 PM","Other","No","No","First",2014,6,"Sunday","Part One",753157.76034644,2954276.67930251,"N BEACON ST","","(42.35412635, -71.14116953)"
"47",142004276,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"06/29/2014 03:00:00 PM","Other","No","No","Day",2014,6,"Sunday","Part One",776894.68662577,2958856.65997194,"BELGRAVIA PL","","(42.36638634, -71.05326456)"
"48",142004212,"IVPER","RESIDENTIAL BURGLARY","05RB","D4",0,"06/29/2014 04:15:00 PM","Other","No","No","First",2014,6,"Sunday","Part One",771523.98312835,2954434.14650726,"MARLBOROUGH ST","","(42.35432635, -71.07321956)"
"49",142004142,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"06/26/2014 09:15:00 AM","Unarmed","No","No","Day",2014,6,"Thursday","Part One",772595.66405585,2952305.80397919,"ARLINGTON ST","","(42.34847134, -71.06929456)"
"50",142004103,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/29/2014 02:30:00 AM","Unarmed","No","No","Last",2014,6,"Sunday","Part One",769394.37190201,2949957.52619544,"CLAREMONT PARK","","(42.34207135, -71.08117955)"
"51",142004055,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/29/2014 05:00:00 AM","Unarmed","No","No","Last",2014,6,"Sunday","Part One",755645.50701135,2953110.17966703,"GLENVILLE AV","","(42.35089635, -71.13198454)"
"52",142004045,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/28/2014 11:45:00 PM","Unarmed","No","No","First",2014,6,"Saturday","Part One",771026.08156511,2947760.81175685,"E SPRINGFIELD ST","","(42.33602135, -71.07518455)"
"53",142003955,"BE","RESIDENTIAL BURGLARY","05RB","E5",0,"06/26/2014 11:00:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",750704.17437435,2919764.7191271,"WILLERS ST","","(42.25945136, -71.15076954)"
"54",142003902,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/28/2014 07:00:00 AM","Other","No","No","Last",2014,6,"Saturday","Part One",755032.82844668,2952691.63522851,"GLENVILLE AV","","(42.34975508, -71.13425771)"
"55",142003785,"LARCEN","RESIDENTIAL BURGLARY","05RB","D14",0,"06/23/2014 12:00:00 PM","Unarmed","No","No","Day",2014,6,"Monday","Part One",754538.64898885,2951507.41974918,"KELTON ST","","(42.34651135, -71.13610453)"
"56",142003766,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"06/25/2014 08:00:00 AM","Unarmed","No","No","Day",2014,6,"Wednesday","Part One",773578.61156502,2958642.84937593,"MARTHA RD","","(42.36584664, -71.065539)"
"57",142003733,"LARCEN","RESIDENTIAL BURGLARY","05RB","B2",0,"06/28/2014 08:08:00 AM","Unarmed","No","No","Day",2014,6,"Saturday","Part One",766869.11678193,2941438.50123876,"WALNUT AV","","(42.31872845, -71.09067134)"
"58",142003616,"IVPER","RESIDENTIAL BURGLARY","05RB","C6",0,"06/27/2014 08:30:00 PM","Other","No","No","First",2014,6,"Friday","Part One",776906.20235078,2944182.55250919,"GAVIN WY","","(42.32612007, -71.05350618)"
"59",142003576,"LARCEN","RESIDENTIAL BURGLARY","05RB","A1",0,"12/27/2013 09:00:00 AM","Unarmed","No","No","Day",2013,12,"Friday","Part One",773918.16600403,2957759.46826869,"LONGFELLOW PL","","(42.36341788, -71.06429926)"
"60",142003444,"LARCEN","RESIDENTIAL BURGLARY","05RB","C6",0,"06/26/2014 05:30:00 PM","Unarmed","No","No","First",2014,6,"Thursday","Part One",781467.33463269,2947663.71779093,"E BROADWAY","","(42.33560574, -71.03656954)"
"61",142003435,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/20/2014 09:00:00 AM","Unarmed","No","No","Day",2014,6,"Friday","Part One",765466.84005893,2941250.65909477,"WASHINGTON ST","","(42.31823135, -71.09585956)"
"62",142003297,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/26/2014 07:07:00 PM","Unarmed","No","No","First",2014,6,"Thursday","Part One",762629.48254469,2946000.42945085,"HILLSIDE ST","","(42.33130135, -71.10626954)"
"63",142003233,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"06/26/2014 07:45:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",759039.98217777,2937478.3018101,"ARBORWAY","","(42.3079609, -71.11968491)"
"64",142003156,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/26/2014 11:30:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",775581.20204801,2939813.94543277,"THORNLEY ST","","(42.31415136, -71.05848956)"
"65",142003094,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/26/2014 01:00:00 AM","Unarmed","No","No","Last",2014,6,"Thursday","Part One",768933.6861436,2949073.35440736,"COLUMBUS AV","","(42.33965135, -71.08289956)"
"66",142003056,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/26/2014 07:50:00 AM","Unarmed","No","No","Day",2014,6,"Thursday","Part One",768769.41219393,2947556.53624678,"GREENWICH ST","","(42.33549135, -71.08353455)"
"67",142003029,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/26/2014 04:00:00 AM","Unarmed","No","No","Last",2014,6,"Thursday","Part One",773806.5956891,2934359.66893977,"WALDECK ST","","(42.29920958, -71.06515349)"
"68",142002999,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/25/2014 07:15:00 PM","Unarmed","No","No","First",2014,6,"Wednesday","Part One",750916.71003852,2950243.73690911,"NOTTINGHILL RD","","(42.34308537, -71.14952178)"
"69",142002973,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/25/2014 06:30:00 PM","Other","No","No","First",2014,6,"Wednesday","Part One",770761.85013818,2948699.71801552,"SHAWMUT AV","W SPRINGFIELD ST","(42.33860135, -71.07614456)"
"70",142002968,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/25/2014 10:02:00 PM","Other","No","No","First",2014,6,"Wednesday","Part One",773096.22867152,2929505.26263811,"MELLEN ST","","(42.28589871, -71.06787017)"
"71",142002967,"LARCEN","RESIDENTIAL BURGLARY","05RB","C11",0,"06/24/2014 08:00:00 AM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",778422.27116902,2930925.92351068,"NEPONSET AV","","(42.28972136, -71.04815957)"
"72",142002926,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/25/2014 11:30:00 AM","Other","No","No","Day",2014,6,"Wednesday","Part One",776425.49563501,2941549.35042652,"CRESCENT AV","","(42.31890135, -71.05533456)"
"73",142002835,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/22/2014 09:00:00 AM","Other","No","No","Day",2014,6,"Sunday","Part One",772586.47673827,2949038.66385993,"HARRISON AV","","(42.33950635, -71.06938956)"
"74",142002663,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/24/2014 09:00:00 PM","Other","No","No","First",2014,6,"Tuesday","Part One",770383.72786293,2948074.6723496,"MASSACHUSETTS AV","","(42.33689135, -71.07755455)"
"75",142002588,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/20/2014 06:00:00 PM","Unarmed","No","No","First",2014,6,"Friday","Part One",770006.66857768,2949694.50834876,"CONCORD SQ","","(42.34134135, -71.07891955)"
"76",142002580,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/24/2014 07:30:00 AM","Other","No","No","Day",2014,6,"Tuesday","Part One",770761.85013818,2948699.71801552,"SHAWMUT AV","","(42.33860135, -71.07614456)"
"77",142002554,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/24/2014 02:30:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",773189.65400961,2932458.53100976,"ALLSTON ST","","(42.29400136, -71.06746956)"
"78",142002480,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/24/2014 07:45:00 AM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",773362.3209871,2929358.1625386,"OCEAN ST","","(42.28549136, -71.06688956)"
"79",142002464,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/24/2014 03:50:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",770827.13380026,2948348.37029302,"WORCESTER ST","","(42.33763635, -71.07590956)"
"80",142002424,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/24/2014 12:30:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",768098.13433702,2938511.86732827,"GEORGIA ST","","(42.31068135, -71.08617955)"
"81",142002273,"ARREST","RESIDENTIAL BURGLARY","05RB","E18",0,"06/24/2014 12:07:00 AM","Unarmed","No","No","Last",2014,6,"Tuesday","Part One",756464.26456019,2918016.11894977,"CLEVELAND ST","","(42.25458637, -71.12951954)"
"82",142001993,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/22/2014 08:00:00 PM","Unarmed","No","No","First",2014,6,"Sunday","Part One",766599.29022185,2949315.33391027,"HEMENWAY ST","","(42.34034635, -71.09152955)"
"83",142001957,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"06/22/2014 04:30:00 PM","Unarmed","No","No","First",2014,6,"Sunday","Part One",777289.9174626,2958215.51492877,"NORTH ST","","(42.36462134, -71.05181456)"
"84",142001949,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/22/2014 04:35:00 AM","Other","No","No","Last",2014,6,"Sunday","Part One",771261.17000569,2949143.16168244,"SHAWMUT AV","","(42.33981135, -71.07428956)"
"85",142001836,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"06/22/2014 12:00:00 AM","Other","No","No","Last",2014,6,"Sunday","Part One",782815.04486377,2962940.8985226,"PUTNAM ST","","(42.37750634, -71.03127457)"
"86",142001742,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"06/21/2014 06:00:00 PM","Unarmed","No","No","First",2014,6,"Saturday","Part One",783030.09528669,2963142.5201666,"BENNINGTON ST","","(42.37805634, -71.03047458)"
"87",142001733,"LARCEN","RESIDENTIAL BURGLARY","05RB","D4",0,"06/22/2014 12:00:00 AM","Unarmed","No","No","Last",2014,6,"Sunday","Part One",767603.98834368,2951209.72185376,"EDGERLY RD","","(42.34553135, -71.08777955)"
"88",142001691,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/22/2014 04:31:00 AM","Unarmed","No","No","Last",2014,6,"Sunday","Part One",755230.21683144,2956967.67720136,"RAYMOND ST","","(42.36148634, -71.13345954)"
"89",142001574,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/20/2014 07:00:00 PM","Other","No","No","First",2014,6,"Friday","Part One",765653.57065661,2950194.69501244,"PARK DR","","(42.34277172, -71.0950121)"
"90",142001552,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"06/14/2014 10:00:00 AM","Unarmed","No","No","Day",2014,6,"Saturday","Part One",763925.51407335,2942930.69576094,"CENTRE ST","","(42.32286135, -71.10152955)"
"91",142001521,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"06/17/2014 08:00:00 PM","Unarmed","No","No","First",2014,6,"Tuesday","Part One",781399.6651486,2959868.30132136,"MAVERICK ST","","(42.36909634, -71.03657457)"
"92",142001497,"LARCEN","RESIDENTIAL BURGLARY","05RB","C11",0,"06/20/2014 11:00:00 PM","Unarmed","No","No","First",2014,6,"Friday","Part One",774106.65873727,2934197.04032803,"VINSON ST","","(42.29875911, -71.06404742)"
"93",142001484,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/20/2014 04:15:00 PM","Other","No","No","First",2014,6,"Friday","Part One",751787.46715527,2949065.10048686,"LANARK RD","","(42.33984128, -71.14631899)"
"94",142001426,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"06/20/2014 09:30:00 AM","Unarmed","No","No","Day",2014,6,"Friday","Part One",760583.1260731,2935419.11596785,"ST MARK ST","","(42.30229136, -71.11401455)"
"95",142001392,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/20/2014 04:00:00 PM","Other","No","No","First",2014,6,"Friday","Part One",776548.39040236,2927838.51662777,"GRANITE AV","","(42.28127636, -71.05514456)"
"96",142001352,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"06/20/2014 08:00:00 PM","Other","No","No","First",2014,6,"Friday","Part One",774048.51187194,2934609.36135377,"CHARLES ST","","(42.29989136, -71.06425457)"
"97",142001341,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/20/2014 11:00:00 AM","Other","No","No","Day",2014,6,"Friday","Part One",756663.7441481,2953925.44542494,"CHESTER ST","","(42.35312135, -71.12820454)"
"98",142001192,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/20/2014 02:00:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",751075.04797643,2950762.81034602,"COLBORNE RD","","(42.34450795, -71.1489282)"
"99",142001174,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"06/20/2014 09:30:00 AM","Other","No","No","Day",2014,6,"Friday","Part One",781896.70385269,2962134.12192094,"MARION ST","","(42.37530634, -71.03468957)"
"100",142001109,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/20/2014 12:30:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",752583.79069386,2950412.92325053,"COMMONWEALTH AV","","(42.34353067, -71.14335275)"
"101",142001090,"LARCEN","RESIDENTIAL BURGLARY","05RB","B2",0,"06/20/2014 01:45:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",767572.62554553,2943875.67024894,"WASHINGTON ST","","(42.32540686, -71.0880266)"
"102",142000880,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/19/2014 08:30:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",761321.63148586,2946451.87507027,"HUNTINGTON AV","","(42.3325566, -71.11109868)"
"103",142000822,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/19/2014 02:30:00 PM","Other","No","No","Day",2014,6,"Thursday","Part One",771233.0378441,2941537.65884885,"JULIAN ST","","(42.31894194, -71.07453393)"
"104",142000812,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/19/2014 07:30:00 AM","Unarmed","No","No","Day",2014,6,"Thursday","Part One",771309.55671994,2948928.39144269,"W NEWTON ST","","(42.33922135, -71.07411455)"
"105",142000761,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"06/19/2014 01:00:00 PM","Unarmed","No","No","Day",2014,6,"Thursday","Part One",747684.65351052,2955326.98461661,"RIVERVIEW RD","","(42.35706982, -71.16140232)"
"106",142000657,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"06/14/2014 12:00:00 PM","Other","No","No","Day",2014,6,"Saturday","Part One",774116.96153819,2942312.13334978,"E COTTAGE ST","","(42.32102717, -71.06385596)"
"107",142000637,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"06/19/2014 08:43:00 AM","Knife","No","No","Day",2014,6,"Thursday","Part One",763003.3239886,2944099.85582419,"HEATH ST","","(42.32608135, -71.10491955)"
"108",142000524,"LARCEN","RESIDENTIAL BURGLARY","05RB","C6",0,"06/17/2014 12:01:00 AM","Other","No","No","Last",2014,6,"Tuesday","Part One",781844.63899619,2945652.57056652,"L ST","","(42.33008146, -71.03521462)"
"109",142000249,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"06/17/2014 05:30:00 PM","Other","No","No","First",2014,6,"Tuesday","Part One",769837.21944151,2948561.85903928,"MASSACHUSETTS AV","","(42.33823561, -71.07956696)"
"110",142000054,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"06/17/2014 02:20:00 AM","Other","No","No","Last",2014,6,"Tuesday","Part One",765763.2850041,2925826.20175476,"TENNIS RD","","(42.27590186, -71.09503423)"
"111",140383801,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",170,"06/16/2014 10:00:00 PM","Other","No","No","First",2014,6,"Monday","Part One",770935.37144468,2948602.18573026,"W CONCORD ST","","(42.33833135, -71.07550456)"
"112",140383175,"IVPREM","RESIDENTIAL BURGLARY","05RB","E13",582,"06/16/2014 09:21:00 AM","Unarmed","No","No","Day",2014,6,"Monday","Part One",761804.12002219,2943186.94131143,"DAY ST","","(42.32359143, -71.10936958)"
"113",140383086,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",608,"06/16/2014 08:00:00 AM","Unarmed","No","No","Day",2014,6,"Monday","Part One",760891.52440644,2945957.46168902,"JAMAICAWAY","","(42.33120528, -71.11269765)"
