"","COMPNOS","NatureCode","INCIDENT_TYPE_DESCRIPTION","MAIN_CRIMECODE","REPTDISTRICT","REPORTINGAREA","FROMDATE","WEAPONTYPE","Shooting","DOMESTIC","SHIFT","Year","Month","DAY_WEEK","UCRPART","X","Y","STREETNAME","XSTREETNAME","Location"
"6875",142038565,"VIORDR","RESIDENTIAL BURGLARY","05RB","C11",0,"10/13/2014 06:30:00 AM","Other","No","No","Last",2014,10,"Monday","Part One",774561.5528406,2940597.66794668,"SUMNER SQ","","(42.31631635, -71.06224456)"
"6876",142038754,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/13/2014 01:00:00 PM","Unarmed","No","No","Day",2014,10,"Monday","Part One",761321.63148586,2946451.87507027,"HUNTINGTON AV","","(42.3325566, -71.11109868)"
"6877",142038619,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/10/2014 11:30:00 PM","Unarmed","No","No","First",2014,10,"Friday","Part One",750199.69178752,2950888.22085635,"PRISCILLA RD","","(42.34486192, -71.15216427)"
"6878",142037650,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/09/2014 04:00:00 PM","Other","No","No","First",2014,10,"Thursday","Part One",773099.07774719,2941253.46322302,"DUDLEY ST","","(42.31813635, -71.06763956)"
"6879",142038995,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/14/2014 03:00:00 PM","Unarmed","No","No","Day",2014,10,"Tuesday","Part One",765038.18835718,2940100.69321886,"COLUMBUS AV","","(42.31508135, -71.09746455)"
"6880",142039109,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/14/2014 05:00:00 PM","Unarmed","No","No","First",2014,10,"Tuesday","Part One",762261.13584044,2946131.74742968,"HILLSIDE ST","","(42.33166635, -71.10762954)"
"6881",140363156,"LARCRT","RESIDENTIAL BURGLARY","05RB","E13",574,"06/06/2014 03:00:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",763002.10647136,2939107.22834226,"CORNWALL ST","","(42.31238135, -71.10500955)"
"6882",142018645,"VAND","RESIDENTIAL BURGLARY","05RB","E18",0,"08/12/2014 01:30:00 AM","Unarmed","No","No","Last",2014,8,"Tuesday","Part One",758866.41461151,2914486.34057628,"CHITTICK RD","","(42.24487137, -71.12070454)"
"6883",142038804,"BE","RESIDENTIAL BURGLARY","05RB","A15",0,"10/13/2014 07:30:00 PM","Unarmed","No","No","First",2014,10,"Monday","Part One",773097.11613693,2962962.43063177,"MAIN ST","","(42.37770634, -71.06723956)"
"6884",142039001,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/14/2014 10:00:00 AM","Other","No","No","Day",2014,10,"Tuesday","Part One",776336.8898411,2933116.09170252,"VICTORY RD","","(42.29576135, -71.05582456)"
"6885",142039007,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/14/2014 08:25:00 AM","Unarmed","No","No","Day",2014,10,"Tuesday","Part One",776336.8898411,2933116.09170252,"VICTORY RD","","(42.29576135, -71.05582456)"
"6886",142019516,"LARCEN","RESIDENTIAL BURGLARY","05RB","B3",0,"08/05/2014 12:00:00 AM","Other","No","No","Last",2014,8,"Tuesday","Part One",770516.51335851,2924269.30460611,"RIVER ST","","(42.27156636, -71.07749956)"
"6887",142039367,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/15/2014 07:00:00 AM","Unarmed","No","No","Last",2014,10,"Wednesday","Part One",757183.48162569,2954062.55538693,"GARDNER ST","","(42.35349135, -71.12627954)"
"6888",142031703,"IVPER","RESIDENTIAL BURGLARY","05RB","C6",0,"09/20/2014 03:00:00 PM","Unarmed","No","No","Day",2014,9,"Saturday","Part One",780173.26405811,2945956.8911521,"H ST","","(42.33094135, -71.04138957)"
"6889",142024476,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"08/29/2014 07:30:00 PM","Other","No","No","First",2014,8,"Friday","Part One",780356.85785102,2960804.07504036,"LONDON ST","","(42.37167959, -71.04041475)"
"6890",142039436,"BE","RESIDENTIAL BURGLARY","05RB","E5",0,"10/15/2014 06:45:00 AM","Other","No","No","Last",2014,10,"Wednesday","Part One",755006.76485052,2933410.47825286,"VFW PY","","(42.29684692, -71.13465964)"
"6891",142017605,"LARCEN","RESIDENTIAL BURGLARY","05RB","D14",0,"08/09/2014 06:00:00 AM","Other","No","No","Last",2014,8,"Saturday","Part One",748151.95342893,2954575.03959818,"HOBART ST","","(42.35500135, -71.15968452)"
"6892",142039748,"BE","RESIDENTIAL BURGLARY","05RB","E18",0,"10/16/2014 05:32:00 PM","Unarmed","No","No","First",2014,10,"Thursday","Part One",755321.3098251,2916553.50409286,"SUNNYSIDE ST","","(42.25058637, -71.13376454)"
"6893",142039759,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/16/2014 06:16:00 PM","Unarmed","No","No","First",2014,10,"Thursday","Part One",767564.82306769,2928797.39692785,"THEODORE ST","","(42.28403136, -71.08832456)"
"6894",142021288,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"08/20/2014 03:30:00 PM","Unarmed","No","No","Day",2014,8,"Wednesday","Part One",770400.19928668,2943459.36990044,"WINTHROP ST","","(42.32422656, -71.07757817)"
"6895",142034151,"ALARM","RESIDENTIAL BURGLARY","05RB","C11",0,"09/29/2014 09:38:00 AM","Other","No","No","Day",2014,9,"Monday","Part One",773950.19317093,2927042.68422994,"BROOKVALE ST","","(42.27912933, -71.06476071)"
"6896",142021754,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"08/22/2014 05:00:00 AM","Unarmed","No","No","Last",2014,8,"Friday","Part One",771062.80426068,2933717.11609101,"ALGONQUIN ST","","(42.29748431, -71.07530735)"
"6897",142039797,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/16/2014 10:00:00 AM","Unarmed","No","No","Day",2014,10,"Thursday","Part One",771903.10933861,2937749.18807936,"RICHFIELD ST","","(42.30853701, -71.0721266)"
"6898",142039779,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/15/2014 07:18:00 PM","Unarmed","No","No","First",2014,10,"Wednesday","Part One",770659.7299356,2940824.54150869,"DACIA ST","","(42.31699295, -71.07666683)"
"6899",142040088,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/17/2014 09:30:00 AM","Unarmed","No","No","Day",2014,10,"Friday","Part One",772494.90867994,2928583.02202852,"BAILEY ST","","(42.28337636, -71.07010957)"
"6900",142040133,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/17/2014 07:30:00 AM","Other","No","No","Day",2014,10,"Friday","Part One",749395.93748952,2949322.71873802,"CHESTNUT HILL AV","","(42.34057507, -71.1551608)"
"6901",142040096,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/17/2014 07:30:00 AM","Unarmed","No","No","Day",2014,10,"Friday","Part One",768738.36468385,2933971.12870635,"BRADSHAW ST","","(42.29821277, -71.0838945)"
"6902",142040165,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/17/2014 06:00:00 PM","Unarmed","No","No","First",2014,10,"Friday","Part One",751980.24039177,2949219.36067702,"KILSYTH RD","","(42.34026238, -71.1456036)"
"6903",142039997,"ROBBER","RESIDENTIAL BURGLARY","05RB","B3",0,"10/16/2014 08:00:00 AM","Other","No","No","Day",2014,10,"Thursday","Part One",767303.33080852,2929996.90798026,"ASHTON ST","","(42.28732636, -71.08926955)"
"6904",142040138,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/17/2014 07:00:00 PM","Other","No","No","First",2014,10,"Friday","Part One",749751.12542744,2949243.52204601,"LOTHIAN RD","","(42.3403538, -71.15384822)"
"6905",142038796,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/13/2014 11:20:00 PM","Unarmed","No","No","First",2014,10,"Monday","Part One",761321.63148586,2946451.87507027,"HUNTINGTON AV","","(42.3325566, -71.11109868)"
"6906",142040336,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/18/2014 11:30:00 AM","Unarmed","No","No","Day",2014,10,"Saturday","Part One",770497.51044377,2926193.35948502,"MARYKNOLL ST","","(42.27684636, -71.07753456)"
"6907",142040217,"BE","RESIDENTIAL BURGLARY","05RB","E18",0,"10/18/2014 02:45:00 AM","Other","No","No","Last",2014,10,"Saturday","Part One",760022.76531718,2927386.53327978,"AMERICAN LEGION HY","","(42.28025636, -71.11621955)"
"6908",142040277,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/17/2014 06:00:00 PM","Unarmed","No","No","First",2014,10,"Friday","Part One",749751.12542744,2949243.52204601,"LOTHIAN RD","","(42.3403538, -71.15384822)"
"6909",142039917,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/09/2014 06:00:00 AM","Unarmed","No","No","Last",2014,10,"Thursday","Part One",761725.39445786,2939303.67283127,"CHESTNUT AV","","(42.31293653, -71.1097264)"
"6910",142040338,"BE","RESIDENTIAL BURGLARY","05RB","E18",0,"10/18/2014 01:00:00 AM","Unarmed","No","No","Last",2014,10,"Saturday","Part One",759465.86059111,2926352.72137102,"CLARE AV","","(42.27742636, -71.11829455)"
"6911",142040399,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/15/2014 06:00:00 PM","Unarmed","No","No","First",2014,10,"Wednesday","Part One",749410.11659503,2949031.00245793,"CHESTNUT HILL AV","","(42.33977443, -71.15511272)"
"6912",142040608,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/18/2014 09:15:00 PM","Unarmed","No","No","First",2014,10,"Saturday","Part One",756499.68574918,2953735.22894186,"BRIGHTON AV","","(42.35260135, -71.12881454)"
"6913",142040763,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"10/17/2014 12:00:00 PM","Other","No","No","Day",2014,10,"Friday","Part One",782916.74315118,2963364.19951327,"SARATOGA ST","","(42.37866634, -71.03088957)"
"6914",142040526,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/18/2014 09:05:00 PM","Unarmed","No","No","First",2014,10,"Saturday","Part One",765317.13300927,2945974.56762594,"TERRACE ST","","(42.33119591, -71.09633043)"
"6915",142040910,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/20/2014 12:12:00 PM","Unarmed","No","No","Day",2014,10,"Monday","Part One",769174.7112521,2943598.10223453,"ROCKVILLE PARK","","(42.32462381, -71.08210729)"
"6916",142035322,"BE","RESIDENTIAL BURGLARY","05RB","C6",0,"10/03/2014 02:16:00 AM","Other","No","No","Last",2014,10,"Friday","Part One",779164.32480302,2945767.45419502,"COLUMBIA RD","","(42.33043635, -71.04512457)"
"6917",142040581,"BE","RESIDENTIAL BURGLARY","05RB","C6",0,"10/18/2014 07:25:00 PM","Other","No","No","First",2014,10,"Saturday","Part One",776776.01789985,2947442.1381816,"W EIGHTH ST","","(42.33506635, -71.05392456)"
"6918",140095290,"ARREST","RESIDENTIAL BURGLARY","05RB","B2",587,"02/15/2014 01:54:00 AM","Other","No","No","Last",2014,2,"Saturday","Part One",764575.08134377,2945983.98328952,"DELLE AV","","(42.33123135, -71.09907455)"
"6919",142041405,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/21/2014 07:31:00 PM","Other","No","No","First",2014,10,"Tuesday","Part One",772033.6720696,2951710.77793828,"CHANDLER ST","","(42.34684635, -71.07138456)"
"6920",142041229,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/19/2014 07:00:00 PM","Unarmed","No","No","First",2014,10,"Sunday","Part One",777732.62491051,2938246.16510376,"CASPIAN WY","","(42.30981847, -71.05056581)"
"6921",142041423,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/21/2014 08:15:00 PM","Other","No","No","First",2014,10,"Tuesday","Part One",768207.22565427,2934984.76906753,"BLUE HILL AV","","(42.30100135, -71.08583956)"
"6922",142016617,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"08/06/2014 04:00:00 AM","Unarmed","No","No","Last",2014,8,"Wednesday","Part One",766757.18295069,2927082.55160427,"EVELYN ST","","(42.27933637, -71.09133954)"
"6923",142019872,"UNK","RESIDENTIAL BURGLARY","05RB","D14",0,"08/16/2014 04:00:00 AM","Unarmed","No","No","Last",2014,8,"Saturday","Part One",756861.19421252,2954437.91323201,"ASHFORD ST","","(42.35452521, -71.12746579)"
"6924",142021346,"IVPREM","RESIDENTIAL BURGLARY","05RB","B2",0,"08/20/2014 09:20:00 PM","Unarmed","No","No","First",2014,8,"Wednesday","Part One",768795.78386035,2946988.84512493,"DEWITT DR","","(42.33393323, -71.08344727)"
"6925",142041433,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/17/2014 10:35:00 AM","Unarmed","No","No","Day",2014,10,"Friday","Part One",768218.10063251,2944016.82154144,"AKRON ST","","(42.3257856, -71.08563716)"
"6926",142041404,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/21/2014 10:00:00 AM","Other","No","No","Day",2014,10,"Tuesday","Part One",761725.39445786,2939303.67283127,"CHESTNUT ST","","(42.31293653, -71.1097264)"
"6927",142041675,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/22/2014 09:30:00 AM","Unarmed","No","No","Day",2014,10,"Wednesday","Part One",768221.58258093,2943723.74765252,"ALPINE ST","","(42.32498135, -71.08562955)"
"6928",142041667,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/22/2014 08:00:00 AM","Unarmed","No","No","Day",2014,10,"Wednesday","Part One",771284.51772803,2950152.74201235,"TREMONT ST","","(42.34258135, -71.07418456)"
"6929",142041887,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/23/2014 12:21:00 PM","Other","No","No","Day",2014,10,"Thursday","Part One",760891.52440644,2945957.46168902,"JAMAICAWAY","","(42.33120528, -71.11269765)"
"6930",142042001,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/23/2014 08:30:00 AM","Other","No","No","Day",2014,10,"Thursday","Part One",774612.43200394,2939643.13442269,"SALCOMBE ST","","(42.31369635, -71.06207456)"
"6931",142041656,"BE","RESIDENTIAL BURGLARY","05RB","C6",0,"10/22/2014 10:15:00 AM","Other","No","No","Day",2014,10,"Wednesday","Part One",783334.36665977,2948634.42746368,"E 1ST ST","","(42.33824135, -71.02964457)"
"6932",142041919,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/23/2014 01:40:00 PM","Unarmed","No","No","Day",2014,10,"Thursday","Part One",762917.91307018,2944785.22715685,"FISHER AV","","(42.32796312, -71.10522366)"
"6933",142041863,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/22/2014 09:00:00 AM","Other","No","No","Day",2014,10,"Wednesday","Part One",775907.08295793,2932784.05365269,"CENTRE ST","","(42.29485636, -71.05741956)"
"6934",142042008,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/23/2014 08:30:00 AM","Other","No","No","Day",2014,10,"Thursday","Part One",750905.20776493,2948005.02517919,"ORKNEY RD","","(42.33694238, -71.14959835)"
"6935",142042025,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/23/2014 06:00:00 PM","Other","No","No","First",2014,10,"Thursday","Part One",763955.06519535,2940179.18289126,"DALRYMPLE ST","","(42.31531069, -71.10146781)"
"6936",142042038,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/23/2014 10:25:00 AM","Unarmed","No","No","Day",2014,10,"Thursday","Part One",757066.86604528,2954448.0040911,"ASHFORD ST","","(42.35455043, -71.12670472)"
"6937",142042152,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/24/2014 10:30:00 AM","Unarmed","No","No","Day",2014,10,"Friday","Part One",754963.35220769,2952188.31274435,"COMMONWEALTH AV","","(42.34837476, -71.13452271)"
"6938",142039943,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/16/2014 12:45:00 AM","Unarmed","No","No","Last",2014,10,"Thursday","Part One",763029.34690244,2945620.77338602,"IROQUOIS ST","","(42.33025448, -71.10479726)"
"6939",142040707,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/17/2014 02:00:00 AM","Other","No","No","Last",2014,10,"Friday","Part One",770139.6778261,2949312.51665869,"TREMONT ST","","(42.34029135, -71.07843456)"
"6940",142041013,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"10/20/2014 07:30:00 AM","Unarmed","No","No","Day",2014,10,"Monday","Part One",775747.18728035,2958130.93045227,"COOPER ST","","(42.36441134, -71.05752456)"
"6941",142042052,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/23/2014 07:15:00 PM","Other","No","No","First",2014,10,"Thursday","Part One",753867.67067202,2951956.45559652,"KELTON ST","","(42.34775135, -71.13857953)"
"6942",142042322,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/23/2014 08:30:00 AM","Unarmed","No","No","Day",2014,10,"Thursday","Part One",767022.02100369,2929412.47903103,"WOODROW AV","","(42.28572636, -71.09031956)"
"6943",142042996,"BE","RESIDENTIAL BURGLARY","05RB","A15",0,"10/24/2014 06:00:00 AM","Unarmed","No","No","Last",2014,10,"Friday","Part One",773882.72447386,2962139.62223802,"MAIN ST","","(42.37543757, -71.06434762)"
"6944",142042864,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/25/2014 11:00:00 PM","Unarmed","No","No","First",2014,10,"Saturday","Part One",756142.27242203,2953422.68625985,"LINDEN ST","","(42.35174798, -71.1301418)"
"6945",142042998,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/26/2014 01:00:00 PM","Other","No","No","Day",2014,10,"Sunday","Part One",762937.35233578,2935858.0885151,"ROSSMORE RD","","(42.30346636, -71.10530454)"
"6946",142043314,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/27/2014 06:00:00 AM","Other","No","No","Last",2014,10,"Monday","Part One",764378.55417777,2940611.42874594,"ARCADIA ST","","(42.31649135, -71.09989455)"
"6947",142043379,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/27/2014 08:00:00 AM","Other","No","No","Day",2014,10,"Monday","Part One",767093.98936368,2952418.98518327,"COMMONWEALTH AV","","(42.34885635, -71.08964455)"
"6948",142041652,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/15/2014 10:00:00 PM","Other","No","No","First",2014,10,"Wednesday","Part One",768705.79421094,2948126.55315135,"HAMMOND ST","","(42.33705635, -71.08375955)"
"6949",142043317,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/27/2014 06:15:00 PM","Unarmed","No","No","First",2014,10,"Monday","Part One",776944.99229943,2927292.13156569,"LENOXDALE AV","","(42.27977136, -71.05368956)"
"6950",142043357,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/27/2014 06:30:00 PM","Unarmed","No","No","First",2014,10,"Monday","Part One",776944.99229943,2927292.13156569,"LENOXDALE AV","","(42.27977136, -71.05368956)"
"6951",142043360,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"10/27/2014 08:20:00 AM","Unarmed","No","No","Day",2014,10,"Monday","Part One",776271.06221686,2958731.31835911,"MARGARET ST","","(42.36605134, -71.05557456)"
"6952",142043385,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/27/2014 08:45:00 PM","Other","No","No","First",2014,10,"Monday","Part One",767302.25797602,2950067.66213001,"GAINSBOROUGH ST","","(42.34240149, -71.08891603)"
"6953",130405267,"ARREST","RESIDENTIAL BURGLARY","05RB","D14",796,"07/02/2013 01:00:00 PM","Unarmed","No","No","Day",2013,7,"Tuesday","Part One",756142.27242203,2953422.68625985,"LINDEN ST","","(42.35174798, -71.1301418)"
"6954",142018318,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"08/11/2014 02:48:00 PM","Unarmed","No","No","Day",2014,8,"Monday","Part One",759240.0263971,2939345.21113402,"ELIOT ST","","(42.31308136, -71.11891453)"
"6955",142043603,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/28/2014 09:20:00 AM","Unarmed","No","No","Day",2014,10,"Tuesday","Part One",776613.16815994,2941346.2507671,"RAVEN ST","","(42.31834135, -71.05464457)"
"6956",142042046,"LARCEN","RESIDENTIAL BURGLARY","05RB","C6",0,"10/23/2014 09:00:00 AM","Unarmed","No","No","Day",2014,10,"Thursday","Part One",776639.76948469,2944461.60214794,"STERLING SQ","","(42.32688961, -71.05448604)"
"6957",142043626,"LARCEN","RESIDENTIAL BURGLARY","05RB","C6",0,"10/28/2014 03:00:00 PM","Unarmed","No","No","Day",2014,10,"Tuesday","Part One",780563.19897377,2947106.93708035,"I ST","","(42.33409135, -71.03992457)"
"6958",142043408,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"10/28/2014 04:24:00 AM","Other","No","No","Last",2014,10,"Tuesday","Part One",766843.68179343,2953035.48788726,"BEACON ST","","(42.35055135, -71.09055956)"
"6959",142043619,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/28/2014 09:20:00 AM","Unarmed","No","No","Day",2014,10,"Tuesday","Part One",776613.16815994,2941346.2507671,"RAVEN ST","","(42.31834135, -71.05464457)"
"6960",142043741,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/29/2014 08:47:00 AM","Other","No","No","Day",2014,10,"Wednesday","Part One",770602.26253086,2929901.88028319,"WHITMAN ST","","(42.28702136, -71.07707955)"
"6961",142043677,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/28/2014 07:00:00 AM","Unarmed","No","No","Last",2014,10,"Tuesday","Part One",761636.30080401,2938669.0002161,"SEAVERNS AV","","(42.31119608, -71.11006652)"
"6962",142043823,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/29/2014 12:14:00 PM","Unarmed","No","No","Day",2014,10,"Wednesday","Part One",769942.44626519,2925976.13616618,"WOODGATE ST","","(42.27625781, -71.07958951)"
"6963",142043979,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/29/2014 09:30:00 AM","Unarmed","No","No","Day",2014,10,"Wednesday","Part One",755247.40052411,2952968.41682719,"QUINT AV","","(42.35051205, -71.13345954)"
"6964",142043651,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/28/2014 05:00:00 PM","Unarmed","No","No","First",2014,10,"Tuesday","Part One",765434.0730641,2927570.02307028,"HAZELTON ST","","(42.28069131, -71.09622017)"
"6965",142022440,"BE","RESIDENTIAL BURGLARY","05RB","A1",0,"08/22/2014 11:30:00 AM","Unarmed","No","No","Day",2014,8,"Friday","Part One",773578.61156502,2958642.84937593,"MARTHA RD","","(42.36584664, -71.065539)"
"6966",142040592,"LARCEN","RESIDENTIAL BURGLARY","05RB","B2",0,"10/19/2014 10:00:00 AM","Unarmed","No","No","Day",2014,10,"Sunday","Part One",768653.82843561,2942426.67413118,"ROCKLAND AV","","(42.32141635, -71.08405456)"
"6967",142043864,"ALARM","RESIDENTIAL BURGLARY","05RB","B2",0,"10/29/2014 11:30:00 AM","Unarmed","No","No","Day",2014,10,"Wednesday","Part One",765236.70009927,2946165.67091827,"TREMONT ST","","(42.33172135, -71.09662455)"
"6968",142044330,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/30/2014 11:00:00 AM","Other","No","No","Day",2014,10,"Thursday","Part One",762419.78217668,2936364.06060027,"ROSSMORE RD","","(42.30486133, -71.10720918)"
"6969",142044009,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/29/2014 06:30:00 PM","Other","No","No","First",2014,10,"Wednesday","Part One",756973.02830643,2953356.46723218,"ST LUKES RD","","(42.35155635, -71.12706954)"
"6970",142044374,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/30/2014 07:45:00 AM","Unarmed","No","No","Day",2014,10,"Thursday","Part One",762957.6862846,2935327.01969536,"FOREST HILLS ST","","(42.30200882, -71.10523846)"
"6971",142044287,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/30/2014 05:30:00 PM","Unarmed","No","No","First",2014,10,"Thursday","Part One",766593.66162419,2943514.99807002,"HAWTHORNE ST","","(42.32443007, -71.09165308)"
"6972",142023562,"PKNIFE","RESIDENTIAL BURGLARY","05RB","E13",0,"08/27/2014 06:36:00 PM","Unarmed","No","No","First",2014,8,"Wednesday","Part One",764935.31323486,2939834.17833194,"DIXWELL ST","","(42.31435135, -71.09784956)"
"6973",142042916,"LARCEN","RESIDENTIAL BURGLARY","05RB","E13",0,"10/26/2014 09:00:00 AM","Unarmed","No","No","Day",2014,10,"Sunday","Part One",764789.99659635,2939964.6866011,"WELD AV","","(42.31471135, -71.09838455)"
"6974",142043094,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"09/25/2014 07:30:00 AM","Unarmed","No","No","Day",2014,9,"Thursday","Part One",781225.56346268,2959830.91327277,"ORLEANS ST","","(42.36899634, -71.03721957)"
"6975",142044728,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/31/2014 09:40:00 PM","Unarmed","No","No","First",2014,10,"Friday","Part One",776336.8898411,2933116.09170252,"VICTORY RD","","(42.29576135, -71.05582456)"
"6976",142026398,"BE","RESIDENTIAL BURGLARY","05RB","E18",0,"09/05/2014 12:10:00 PM","Unarmed","No","No","Day",2014,9,"Friday","Part One",763277.12101319,2921673.10015285,"OAKCREST RD","","(42.26453746, -71.10429181)"
"6977",142045090,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"10/31/2014 10:00:00 PM","Other","No","No","First",2014,10,"Friday","Part One",756475.61099419,2954606.09498227,"PRATT ST","","(42.35499132, -71.12888958)"
"6978",142044997,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"10/31/2014 09:30:00 AM","Other","No","No","Day",2014,10,"Friday","Part One",768380.5553601,2928546.2507766,"BALLOU AV","","(42.28333136, -71.08531456)"
"6979",142045279,"BE","RESIDENTIAL BURGLARY","05RB","E13",0,"10/31/2014 03:15:00 PM","Unarmed","No","No","Day",2014,10,"Friday","Part One",763426.31428435,2940366.46106002,"PORTER ST","","(42.31583135, -71.10341955)"
"6980",142045312,"BE","RESIDENTIAL BURGLARY","05RB","A7",0,"11/02/2014 11:30:00 AM","Unarmed","No","No","Day",2014,11,"Sunday","Part One",781655.31522785,2960809.92411002,"BREMEN ST","","(42.37167634, -71.03560958)"
"6981",142045143,"BE","RESIDENTIAL BURGLARY","05RB","D14",0,"11/01/2014 08:00:00 PM","Other","No","No","First",2014,11,"Saturday","Part One",756499.68574918,2953735.22894186,"BRIGHTON AV","","(42.35260135, -71.12881454)"
"6982",142045592,"BE","RESIDENTIAL BURGLARY","05RB","B3",0,"11/02/2014 10:15:00 AM","Other","No","No","Day",2014,11,"Sunday","Part One",767268.8410481,2931259.46746302,"BLUE HILL AV","","(42.29079136, -71.08937455)"
"6983",142043663,"BE","RESIDENTIAL BURGLARY","05RB","B2",0,"10/28/2014 08:57:00 PM","Unarmed","No","No","First",2014,10,"Tuesday","Part One",766481.55587726,2942840.73957603,"THORNTON ST","","(42.32258135, -71.09207956)"
"6984",142025985,"BE","RESIDENTIAL BURGLARY","05RB","D4",0,"09/04/2014 12:51:00 AM","Unarmed","No","No","Last",2014,9,"Thursday","Part One",768507.00326994,2950082.55711335,"MASSACHUSETTS AV","","(42.34242635, -71.08445955)"
"6985",142043622,"BE","RESIDENTIAL BURGLARY","05RB","C11",0,"10/28/2014 07:10:00 AM","Unarmed","No","No","Last",2014,10,"Tuesday","Part One",776437.54055844,2928820.40639627,"ADAMS ST","","(42.28397231, -71.05553528)"
"6986",142045576,"BE","RESIDENTIAL BURGLARY","05RB","C6",0,"11/03/2014 08:00:00 AM","Other","No","No","Day",2014,11,"Monday","Part One",777485.22645519,2947289.15357944,"W 7TH ST","","(42.33463635, -71.05130456)"
